station_id, time UTC, AtmosphericPressure mb, WindDirection degrees, WindSpeed kn, Gust kn, AirTemperature degree C, RelativeHumidity percent
M4, 2008-04-12T02:00:00Z,996.8,290,11,27,6.7,77
M4, 2008-04-12T03:00:00Z,996.8,270,9,16,6.5,81
M4, 2008-04-12T04:00:00Z,996.8,260,10,18,6.5,81
M4, 2008-04-12T05:00:00Z,996.6,240,10,14,6.7,81
M4, 2008-04-12T06:00:00Z,996.6,310,17,21,7.5,77
M4, 2008-04-12T07:00:00Z,997.2,350,14,23,6.4,80
M4, 2008-04-12T08:00:00Z,997.6,300,16,20,8.4,76
M4, 2008-04-12T09:00:00Z,998,280,14,20,8.4,74
M4, 2008-04-12T10:00:00Z,998.6,320,8,20,7.7,80
M4, 2008-04-12T11:00:00Z,999,280,6,14,7.9,75
M4, 2008-04-12T12:00:00Z,999.6,310,3,12,7.7,77
M4, 2008-04-12T13:00:00Z,1000,50,6,12,7.7,76
M4, 2008-04-12T14:00:00Z,1000.8,60,10,14,7.6,75
M4, 2008-04-12T15:00:00Z,1001.2,50,12,16,7.9,73
M4, 2008-04-12T16:00:00Z,1001.8,40,12,18,8.4,72
M4, 2008-04-12T17:00:00Z,1001.6,40,12,18,8.6,72
M4, 2008-04-12T18:00:00Z,1003.6,20,13,18,9,68
M4, 2008-04-12T19:00:00Z,1003,20,14,21,8.6,72
M4, 2008-04-12T20:00:00Z,1004.4,350,13,18,8.9,68
M4, 2008-04-12T21:00:00Z,1004.4,360,14,20,8.8,68
M4, 2008-04-12T22:00:00Z,1006,20,12,20,8.8,71
M4, 2008-04-12T23:00:00Z,1006.4,10,13,18,8.8,69
M4, 2008-04-13T00:00:00Z,1007,50,13,20,8.4,71
M4, 2008-04-13T01:00:00Z,1007.4,30,10,16,9.1,69
M4, 2008-04-13T02:00:00Z,1008,20,12,20,9,68
M4, 2008-04-13T03:00:00Z,1008.4,10,12,18,9,68
M4, 2008-04-13T04:00:00Z,1009,350,13,20,9.1,68
M4, 2008-04-13T05:00:00Z,1009.2,350,15,20,9,70
M4, 2008-04-13T06:00:00Z,1009.8,30,14,25,8.3,74
M4, 2008-04-13T07:00:00Z,1010.6,350,16,21,9,72
M4, 2008-04-13T08:00:00Z,1011.2,360,15,20,8.6,74
M4, 2008-04-13T09:00:00Z,1012,10,12,23,8.6,69
M4, 2008-04-13T10:00:00Z,1012.8,360,12,16,8.9,71
M4, 2008-04-13T11:00:00Z,1013.6,340,11,16,9,72
M4, 2008-04-13T12:00:00Z,1014,10,12,16,8.7,69
M4, 2008-04-13T13:00:00Z,1014.6,350,8,14,8.6,70
M4, 2008-04-13T14:00:00Z,1014.8,320,9,12,8.9,72
M4, 2008-04-13T15:00:00Z,1016.4,340,10,12,9.3,69
M4, 2008-04-13T16:00:00Z,1015.8,340,11,16,9.4,74
M4, 2008-04-13T17:00:00Z,1016.2,350,12,21,8.8,73
M4, 2008-04-13T18:00:00Z,1016.8,340,14,20,9.1,74
M4, 2008-04-13T19:00:00Z,1017.2,350,17,20,9.1,73
M4, 2008-04-13T20:00:00Z,1018.2,350,17,21,8.8,71
M4, 2008-04-13T21:00:00Z,1018.8,360,15,23,8.6,74
M4, 2008-04-13T22:00:00Z,1019.2,10,19,25,8.2,75
M4, 2008-04-13T23:00:00Z,1019.8,30,17,25,7.9,73
M4, 2008-04-14T00:00:00Z,1020.4,40,12,23,7.9,73
M4, 2008-04-14T01:00:00Z,1020.6,10,16,20,8.5,65
M4, 2008-04-14T02:00:00Z,1020.8,10,14,20,8.4,62
M4, 2008-04-14T03:00:00Z,1021.2,360,15,21,8.3,57
M4, 2008-04-14T04:00:00Z,1021.4,20,15,21,7.9,64
M4, 2008-04-14T05:00:00Z,1021.6,10,15,20,7.7,72
M4, 2008-04-14T06:00:00Z,1022,360,13,20,8,64
M4, 2008-04-14T07:00:00Z,1022.8,30,13,20,7.7,65
M4, 2008-04-14T08:00:00Z,1023.2,350,10,16,8,60
M4, 2008-04-14T09:00:00Z,1023.6,360,9,14,7.8,65
M4, 2008-04-14T10:00:00Z,1024,10,7,14,8,63
M4, 2008-04-14T11:00:00Z,1024.4,350,3, NaN,8,60
M4, 2008-04-14T12:00:00Z,1024.4,340,2,8,8.2,57
M4, 2008-04-14T13:00:00Z,1025,300,10,16,8,64
M4, 2008-04-14T14:00:00Z,1023.8,290,3,12,8.3,58
M4, 2008-04-14T15:00:00Z,1024.4,280,7,12,8.4,49
M4, 2008-04-14T16:00:00Z,1024.4,300,7,12,8.6,50
M4, 2008-04-14T17:00:00Z,1025.2,270,7,12,8.8,53
M4, 2008-04-14T18:00:00Z,1022.8,250,6,12,8.7,55
M4, 2008-04-14T19:00:00Z,1023.8,240,8, NaN,8.9,60
M4, 2008-04-14T20:00:00Z,1024,240,11,18,8.7,68
M4, 2008-04-14T21:00:00Z,1024.6,250,11,16,9,68
M4, 2008-04-14T22:00:00Z,1023.8,320,14,20,7.9,75
M4, 2008-04-14T23:00:00Z,1023.4,280,14,20,8.7,66
M4, 2008-04-15T00:00:00Z,1023.2,280,13,20,8.6,69
M4, 2008-04-15T01:00:00Z,1022.8,290,13,16,8.8,68
M4, 2008-04-15T02:00:00Z,1022.4,280,11,16,8.7,71
M4, 2008-04-15T03:00:00Z,1022,280,13,16,8.8,67
M4, 2008-04-15T04:00:00Z,1021.8,320,14,20,8.4,71
M4, 2008-04-15T05:00:00Z,1021.8,330,16,20,8.3,73
M4, 2008-04-15T06:00:00Z,1022,350,11,20,8.6,69
M4, 2008-04-15T07:00:00Z,1022.4,340,11,18,8.2,65
M4, 2008-04-15T08:00:00Z,1022.8,340,9,16,8.1,60
M4, 2008-04-15T09:00:00Z,1022.8,340,8,12,8.3,57
M4, 2008-04-15T10:00:00Z,1022.8,340,8,14,8.2,61
M4, 2008-04-15T11:00:00Z,1023,320,4,12,8.1,53
M4, 2008-04-15T12:00:00Z,1023,310,2,8,8.2,51
M4, 2008-04-15T13:00:00Z,1023,310,2,6,8.8,53
M4, 2008-04-15T14:00:00Z,1022.8,130,2,6,8.8,50
M4, 2008-04-15T15:00:00Z,1022.4,90,2,6,9,50
M4, 2008-04-15T16:00:00Z,1021.8,120,2,6,8.9,45
M4, 2008-04-15T17:00:00Z,1021.8,100,2,6,9,50
M4, 2008-04-15T18:00:00Z,1021.2,100,3,6,8.6,47
M4, 2008-04-15T19:00:00Z,1019.8,100,8,12,8.6,60
M4, 2008-04-15T20:00:00Z,1020.6,110,10,12,8.6,60
M4, 2008-04-15T21:00:00Z,1020.4,110,13,16,8.5,66
M4, 2008-04-15T22:00:00Z,1020.6,120,16,20,8.6,72
M4, 2008-04-15T23:00:00Z,1021.2,120,18,20,8.7,72
M4, 2008-04-16T00:00:00Z,1021.6,130,17,23,8.6,73
M4, 2008-04-16T01:00:00Z,1019.8,130,20,25,8.6,74
M4, 2008-04-16T02:00:00Z,1019.2,140,21,29,8.5,74
M4, 2008-04-16T03:00:00Z,1018.4,140,22,27,8.3,75
M4, 2008-04-16T04:00:00Z,1018,150,22,31,8.3,78
M4, 2008-04-16T05:00:00Z,1017.8,150,22,31,8.4,76
M4, 2008-04-16T06:00:00Z,1017.4,140,22,29,8.5,77
M4, 2008-04-16T07:00:00Z,1017.2,140,24, NaN,8,77
M4, 2008-04-16T08:00:00Z,1017,140,24,31,8.3,79
M4, 2008-04-16T09:00:00Z,1016.6,130,23,27,8.1,79
M4, 2008-04-16T10:00:00Z,1016.2,130,25,29,7.9,80
M4, 2008-04-16T11:00:00Z,1015.6,120,25,31,8.1,79
M4, 2008-04-16T12:00:00Z,1015.2,120,24,31,8.6,79
M4, 2008-04-16T13:00:00Z,1014.2,110,23,29,9.1,73
M4, 2008-04-16T14:00:00Z,1013.6,120,24,31,9.6,72
M4, 2008-04-16T15:00:00Z,1012.6,120,23,31,9.6,73
M4, 2008-04-16T16:00:00Z,1012.2,120,21,29,9.7,73
M4, 2008-04-16T17:00:00Z,1011.4,120,24,31,9.8,72
M4, 2008-04-16T18:00:00Z,1011.4,120,25,31,9.8,69
M4, 2008-04-16T19:00:00Z,1010.4,120,25,31,9.9,70
M4, 2008-04-16T20:00:00Z,1011.6,120,26,33,9.7,70
M4, 2008-04-16T21:00:00Z,1011.6,120,28,37,9.3,70
M4, 2008-04-16T22:00:00Z,1011.6,130,29,35,8.7,73
M4, 2008-04-16T23:00:00Z,1011.8,130,27,35,8.5,75
M4, 2008-04-17T00:00:00Z,1012,120,27,33,8.4,75
M4, 2008-04-17T01:00:00Z,1011.6,120,26,33,8.1,76
M4, 2008-04-17T02:00:00Z,1011.6,130,24,33,7.9,76
M4, 2008-04-17T03:00:00Z,1011.2,120,24,31,7.9,80
M4, 2008-04-17T04:00:00Z,1011,120,26,35,7.7,77
M4, 2008-04-17T05:00:00Z,1010.8,120,26,35,7.7,77
M4, 2008-04-17T06:00:00Z,1011,120,25,33,7.8,76
M4, 2008-04-17T08:00:00Z,1011,120,25,31,7.1,76
M4, 2008-04-17T09:00:00Z,1011,110,27,35,6.9,74
M4, 2008-04-17T10:00:00Z,1011,110,27,35,6.7,72
M4, 2008-04-17T11:00:00Z,1011,110,26,35,7.2,67
M4, 2008-04-17T12:00:00Z,1011,100,23,33,7.6,67
M4, 2008-04-17T13:00:00Z,1010.6,110,21,31,8,62
M4, 2008-04-17T14:00:00Z,1010.4,100,25,35,7.9,62
M4, 2008-04-17T15:00:00Z,1010,110,25,31,8.1,65
M4, 2008-04-17T16:00:00Z,1009.6,110,24,31,8.6,65
M4, 2008-04-17T17:00:00Z,1009.6,110,21,29,8.7,60
M4, 2008-04-17T18:00:00Z,1009.6,110,24,31,8.7,62
M4, 2008-04-17T19:00:00Z,1010.2,100,25,31,9,56
M4, 2008-04-17T20:00:00Z,1010,110,20,31,9,54
M4, 2008-04-17T21:00:00Z,1010.2,90,25,31,9,66
M4, 2008-04-17T22:00:00Z,1009.6,350,27, NaN, NaN, NaN
M4, 2008-04-17T23:00:00Z,1009.6,90,24,35,8.8,71
M4, 2008-04-18T00:00:00Z,1008.8,350,27,35,8.5,69
M4, 2008-04-18T01:00:00Z,1008.4,90,29,39,8.1,70
M4, 2008-04-18T02:00:00Z,1007.4,90, NaN,39,8.2,73
M4, 2008-04-18T03:00:00Z,1007,90,27,35,8,76
M4, 2008-04-18T04:00:00Z,1006.4,90,23,33,8.6,78
M4, 2008-04-18T05:00:00Z,1006,90,24,31,8.1,77
M4, 2008-04-18T06:00:00Z,1005.8,100,26,31,8,78
M4, 2008-04-18T07:00:00Z,1005.4,90,25,35,8.1,78
M4, 2008-04-18T08:00:00Z,1005.8,100,25,33,7.8,76
M4, 2008-04-18T09:00:00Z,1005.8,100,25,33,8,75
M4, 2008-04-18T10:00:00Z,1005.4,100,24,31,8.2,74
M4, 2008-04-18T11:00:00Z,1005.4,100,26,33,8.8,69
M4, 2008-04-18T12:00:00Z,1005.4,80,24,33,8.5,81
M4, 2008-04-18T13:00:00Z,1005,80,23,35,8.5,82
M4, 2008-04-18T14:00:00Z,1005,80,24,31,8.8,81
M4, 2008-04-18T15:00:00Z,1004.6,80,23,31,9.1,82
M4, 2008-04-18T16:00:00Z,1004.4,80,26,33,8.9,82
M4, 2008-04-18T17:00:00Z,1004,80,25,31,9.1,82
M4, 2008-04-18T18:00:00Z,1004,90,26,33,9.1,80
M4, 2008-04-18T19:00:00Z,1004.4,80,26,33,9.4,82
M4, 2008-04-18T20:00:00Z,1004.6,80,26,35,9.4,80
M4, 2008-04-18T21:00:00Z,1005.4,80,24,31,9.4,78
M4, 2008-04-18T22:00:00Z,1005.4,90,25,31,9.3,77
M4, 2008-04-18T23:00:00Z,1005.6,90,24,31,9.3,77
M4, 2008-04-19T00:00:00Z,1005.4,90,23,31,9,76
M4, 2008-04-19T01:00:00Z,1005.4,90,25,31,9,76
M4, 2008-04-19T02:00:00Z,1005.2,100,26,33,8.5,72
M4, 2008-04-19T03:00:00Z,1005.2,90,27,35,8.3,72
M4, 2008-04-19T04:00:00Z,1005,90,23, NaN,8.4,67
M4, 2008-04-19T05:00:00Z,1005,350,26,35,8.1,62
M4, 2008-04-19T06:00:00Z,1006,0, NaN, NaN,8.6,44
M4, 2008-04-19T07:00:00Z,1006,90,25,33,8.3,66
M4, 2008-04-19T08:00:00Z,1006.2,90,25, NaN,8.3,68
M4, 2008-04-19T09:00:00Z,1006.4,90,24, NaN,8.2,67
M4, 2008-04-19T10:00:00Z,1006.6,80,24,31,7.9,71
M4, 2008-04-19T11:00:00Z,1006.8,90,23,31,7.9,71
M4, 2008-04-19T12:00:00Z,1006.8,80,22,29,7.9,70
M4, 2008-04-19T13:00:00Z,1006.8,80,24,31,8.3,70
M4, 2008-04-19T14:00:00Z,1006.4,70,25,31,8.3,70
M4, 2008-04-19T15:00:00Z,1006,70,25,33,8.8,70
M4, 2008-04-19T16:00:00Z,1005.8,80,25,31,9.1,68
M4, 2008-04-19T17:00:00Z,1005.8,80,26,31,9.5,68
M4, 2008-04-19T18:00:00Z,1007,80,25,33,9.7,68
M4, 2008-04-19T19:00:00Z,1005.8,350,24, NaN,9.8,66
M4, 2008-04-19T20:00:00Z,1005.6,350,22,31,10,71
M4, 2008-04-19T21:00:00Z,1007,90,24,29,9.9,70
M4, 2008-04-19T22:00:00Z,1007,90,23,29,9.7,73
M4, 2008-04-19T23:00:00Z,1007.4,90,21,27,9.7,75
M4, 2008-04-20T00:00:00Z,1007.4,0, NaN, NaN,9.2,69
M4, 2008-04-20T01:00:00Z,1007.4,90,18,23,9.2,74
M4, 2008-04-20T02:00:00Z,1007.4,90,18,23,9.1,70
M4, 2008-04-20T03:00:00Z,1007.4,90,19,25,8.8,68
M4, 2008-04-20T04:00:00Z,1007.6,90,18,23,8.7,69
M4, 2008-04-20T05:00:00Z,1007.4,90,19, NaN,8.4,72
M4, 2008-04-20T06:00:00Z,1007.8,90,19,23,8.1,72
M4, 2008-04-20T07:00:00Z,1008,100,18,23,8.1,74
M4, 2008-04-20T08:00:00Z,1008.4,90,17,23,8.2,73
M4, 2008-04-20T09:00:00Z,1009,100,18,23,8.1,74
M4, 2008-04-20T10:00:00Z,1009.6,100,19,23,8.2,74
M4, 2008-04-20T11:00:00Z,1009.8,90,18,23,8.6,76
M4, 2008-04-20T12:00:00Z,1010,90,19,25,8.4,79
M4, 2008-04-20T13:00:00Z,1010,80,19,21,8.5,78
M4, 2008-04-20T14:00:00Z,1009.8,70,17,25,9,76
M4, 2008-04-20T15:00:00Z,1009.6,70,18,21,9.1,78
M4, 2008-04-20T16:00:00Z,1009.2,70,20,25,9.1,77
M4, 2008-04-20T17:00:00Z,1009.6,80,19,25,9.4,77
M4, 2008-04-20T18:00:00Z,1010,80,18,23,9.7,76
M4, 2008-04-20T19:00:00Z,1010,80,18,21,9.9,76
M4, 2008-04-20T20:00:00Z,1010.6,70,17,23,9.6,78
M4, 2008-04-20T21:00:00Z,1010.8,70,19,23,9.6,78
M4, 2008-04-20T22:00:00Z,1010.8,80,19,23,9.9,77
M4, 2008-04-20T23:00:00Z,1011,70,18,21,9.9,79
M4, 2008-04-21T00:00:00Z,1011,80,15,21,9.9,79
M4, 2008-04-21T01:00:00Z,1010.6,80,13,20,9.7,78
M4, 2008-04-21T02:00:00Z,1010.6,90,12,16,9.7,79
M4, 2008-04-21T03:00:00Z,1010.6,90,8,14,9.5,79
M4, 2008-04-21T04:00:00Z,1010.4,90,8,12,9.5,77
M4, 2008-04-21T05:00:00Z,1010,100,10,12,9.5,77
M4, 2008-04-21T06:00:00Z,1010.2,120,11,14,9.2,77
M4, 2008-04-21T07:00:00Z,1010.6,130,9,16,9.2,76
M4, 2008-04-21T08:00:00Z,1010.8,120,10,12,9.2,76
M4, 2008-04-21T09:00:00Z,1011,120,8,12,8.9,76
M4, 2008-04-21T10:00:00Z,1011.2,110,8,12,9,77
M4, 2008-04-21T11:00:00Z,1011.2,110,12,16,8.9,78
M4, 2008-04-21T12:00:00Z,1011.6,120,13,16,9,79
M4, 2008-04-21T13:00:00Z,1011.4,110,12,16,9,77
M4, 2008-04-21T14:00:00Z,1011.2,100,10,14,9,76
M4, 2008-04-21T15:00:00Z,1011,90,9,12,9,78
M4, 2008-04-21T16:00:00Z,1010.6,90,11,14,9.2,78
M4, 2008-04-21T17:00:00Z,1010.4,90,12,16,9.6,79
M4, 2008-04-21T18:00:00Z,1010.4,90,12,16,9.5,77
M4, 2008-04-21T19:00:00Z,1010.4,100,13,16,9.8,77
M4, 2008-04-21T20:00:00Z,1010.4,100,11,16,10,80
M4, 2008-04-21T21:00:00Z,1010.4,110,10,12,10.4,80
M4, 2008-04-21T22:00:00Z,1010.4,120,11,14,10.5,83
M4, 2008-04-21T23:00:00Z,1010,130,13,16,10.7,84
M4, 2008-04-22T00:00:00Z,1010,140,15,20,10.6,83
M4, 2008-04-22T01:00:00Z,1009.6,140,15,20,10.2,84
M4, 2008-04-22T02:00:00Z,1009.4,140,16,20,10.1,84
M4, 2008-04-22T03:00:00Z,1008.6,130,17,21,10.1,83
M4, 2008-04-22T04:00:00Z,1008,140,18,23,10.1,82
M4, 2008-04-22T05:00:00Z,1007.4,130,19,23,9.9,82
M4, 2008-04-22T06:00:00Z,1007.4,150,20,27,9.8,80
M4, 2008-04-22T07:00:00Z,1007.4,140,18,25,9.7,81
M4, 2008-04-22T08:00:00Z,1007,140,19,23,9.6,80
M4, 2008-04-22T09:00:00Z,1006.2,140,21,25,9.3,82
M4, 2008-04-22T10:00:00Z,1006,140,22,27,9.1,83
M4, 2008-04-22T11:00:00Z,1005.8,130,22,29,9.4,82
M4, 2008-04-22T12:00:00Z,1005.8,130,22,27,9.6,83
M4, 2008-04-22T13:00:00Z,1005,130,20,25,10.2,83
M4, 2008-04-22T14:00:00Z,1004.4,120,18,25,10.4,83
M4, 2008-04-22T15:00:00Z,1003.8,120,16,21,10.7,85
M4, 2008-04-22T16:00:00Z,1003.2,130,16,20,10.8,86
M4, 2008-04-22T17:00:00Z,1002.8,140,15,21,10.8,87
M4, 2008-04-22T18:00:00Z,1002.8,160,19,23,10.7,87
M4, 2008-04-22T19:00:00Z,1002.4,140,20,27,10.7,89
M4, 2008-04-22T20:00:00Z,1002.4,160,20,27,10.1,91
M4, 2008-04-22T21:00:00Z,1002.6,160,20,23,10.2,92
M4, 2008-04-22T22:00:00Z,1003.2,190,17,25,9.6,92
M4, 2008-04-22T23:00:00Z,1003.8,230,17,21,10.5,90
M4, 2008-04-23T00:00:00Z,1004.8,230,19,25,10.4,89
M4, 2008-04-23T01:00:00Z,1005.4,220,18,23,10.5,89
M4, 2008-04-23T02:00:00Z,1005.8,210,16,21,10.2,89
M4, 2008-04-23T03:00:00Z, NaN,200,16, NaN, NaN, NaN
M4, 2008-04-23T04:00:00Z,1006.4,200,16,21,10.1,91
M4, 2008-04-23T05:00:00Z,1006.6,190,18,23,10,91
M4, 2008-04-23T06:00:00Z,1007.2,170,17,21,10.1,91
M4, 2008-04-23T07:00:00Z,1008.4,350,17,25,10,92
M4, 2008-04-23T08:00:00Z,1008,180,17,23,10.1,90
M4, 2008-04-23T09:00:00Z,1008.4,180,19,23,10.3,90
M4, 2008-04-23T10:00:00Z,1009,180,19,25,10.5,89
M4, 2008-04-23T11:00:00Z,1009,190,18,23,10.6,88
M4, 2008-04-23T12:00:00Z,1009,170,17,21,10.7,87
M4, 2008-04-23T13:00:00Z,1009.4,180,16,21,11.1,86
M4, 2008-04-23T14:00:00Z,1009.6,190,18,21,11.2,85
M4, 2008-04-23T15:00:00Z,1009,180,18,23,11.2,84
M4, 2008-04-23T16:00:00Z,1008.8,190,18,23,11.2,84
M4, 2008-04-23T17:00:00Z,1008,190,18,23,11.4,80
M4, 2008-04-23T18:00:00Z,1007.4,190,16,21,11.8,75
M4, 2008-04-23T19:00:00Z,1007,160,11,20,11.2,78
M4, 2008-04-23T20:00:00Z,1006.8,160,12,18,11.2,79
M4, 2008-04-23T21:00:00Z,1006.4,140,13,18,11,81
M4, 2008-04-23T22:00:00Z,1005.4,160,23,29,11.6,75
M4, 2008-04-23T23:00:00Z,1004.8,150,22,29,11.1,78
M4, 2008-04-24T00:00:00Z,1004.4,180,23,35,9.2,87
M4, 2008-04-24T01:00:00Z,1004.4,190,21,29,9.4,88
M4, 2008-04-24T02:00:00Z,1004.6,230,19,25,9.9,78
M4, 2008-04-24T03:00:00Z,1004.8,210,19,23,9.7,80
M4, 2008-04-24T04:00:00Z,1005,220,19,23,9.9,82
M4, 2008-04-24T05:00:00Z,1005.4,220,18,25,9.9,84
M4, 2008-04-24T06:00:00Z,1005.8,230,18,23,10.5,83
M4, 2008-04-24T07:00:00Z,1006.4,230,17,23,10.3,84
M4, 2008-04-24T08:00:00Z,1007.4,220,18,21,10.4,84
M4, 2008-04-24T09:00:00Z,1008.2,220,17,23,10.2,80
M4, 2008-04-24T10:00:00Z,1009,230,18,23,10.5,81
M4, 2008-04-24T11:00:00Z,1010,230,18,21,10.6,83
M4, 2008-04-24T12:00:00Z,1010.8,240,20,25,10.6,82
M4, 2008-04-24T13:00:00Z,1011.6,240,18,25,10.6,82
M4, 2008-04-24T14:00:00Z,1012,230,18,21,10.6,83
M4, 2008-04-24T15:00:00Z,1012.4,230,19,23,10.6,83
M4, 2008-04-24T16:00:00Z,1013,230,17,25,10.7,82
M4, 2008-04-24T17:00:00Z,1013.4,230,18,21,10.8,84
M4, 2008-04-24T18:00:00Z,1013.6,220,17,21,10.7,84
M4, 2008-04-24T19:00:00Z,1014,220,18,23,10.6,84
M4, 2008-04-24T20:00:00Z,1014.4,220,19,25,10.6,85
M4, 2008-04-24T21:00:00Z,1014.6,220,19,25,10.7,84
M4, 2008-04-24T22:00:00Z,1014.8,220,20,25,10.7,84
M4, 2008-04-24T23:00:00Z,1015.2,230,20,29,10.6,84
M4, 2008-04-25T00:00:00Z,1015.6,230,20,25,10.8,85
M4, 2008-04-25T01:00:00Z,1015.8,230,17,23,10.6,85
M4, 2008-04-25T02:00:00Z,1016.2,220,18,23,10.8,87
M4, 2008-04-25T03:00:00Z,1016.2,210,18,23,10.7,89
M4, 2008-04-25T04:00:00Z,1015.8,210,16,23,10.6,90
M4, 2008-04-25T05:00:00Z,1015.6,190,14,20,10.6,91
M4, 2008-04-25T06:00:00Z,1015.6,190,15,20,10.3,92
M4, 2008-04-25T07:00:00Z,1015.4,190,17,21,10.4,92
M4, 2008-04-25T08:00:00Z,1015.4,180,17,21,10.2,92
M4, 2008-04-25T09:00:00Z,1014.8,170,16,20,10,92
M4, 2008-04-25T10:00:00Z,1013.6,160,18,25,9.9,92
M4, 2008-04-25T11:00:00Z, NaN,350,22,29,9.9,92
M4, 2008-04-25T12:00:00Z, NaN,160,26, NaN, NaN, NaN
M4, 2008-04-25T13:00:00Z,1010.2,170,24,31,10.8,95
M4, 2008-04-25T14:00:00Z,1009.4,190,28,35,11.2,94
M4, 2008-04-25T15:00:00Z,1009,190,26,35,11.3,93
M4, 2008-04-25T16:00:00Z,1009.2,200,26,33,11.5,93
M4, 2008-04-25T17:00:00Z,1008.6,200,27,33,11.6,93
M4, 2008-04-25T18:00:00Z,1009,200,26,35,11.6,93
M4, 2008-04-25T19:00:00Z,1008.8,200,25,35,11.3,94
M4, 2008-04-25T20:00:00Z,1008.8,200,25,33,11.5,94
M4, 2008-04-25T21:00:00Z,1009,200,26,31,11.3,94
M4, 2008-04-25T22:00:00Z,1008.4,200,27,33,11.2,95
M4, 2008-04-25T23:00:00Z,1008,200,28,35,11.1,95
M4, 2008-04-26T00:00:00Z,1007.8,190,26,35,11,97
M4, 2008-04-26T02:00:00Z,1006.6,190,27,35,11.1,95
M4, 2008-04-26T03:00:00Z,1006.4,200,26,35,11,95
M4, 2008-04-26T04:00:00Z,1006.4,200,24,31,11.1,96
M4, 2008-04-26T05:00:00Z,1007.4,250,18,29,9.9,95
M4, 2008-04-26T06:00:00Z,1008.8,250,18,31,10.4,94
M4, 2008-04-26T07:00:00Z,1010.2,250,23,31,10.4,79
M4, 2008-04-26T08:00:00Z,1011.4,250,21,31,10.4,78
M4, 2008-04-26T09:00:00Z,1012,240,21,29,10.5,70
M4, 2008-04-26T10:00:00Z,1013.2,240,21,27,10.5,73
M4, 2008-04-26T11:00:00Z,1014.2,240,18,25,10.5,73
M4, 2008-04-26T12:00:00Z,1014.6,240,18,25,10.5,74
M4, 2008-04-26T13:00:00Z,1015.8,240,18,25,10.6,71
M4, 2008-04-26T14:00:00Z,1015.6,230,17,25,10.6,72
M4, 2008-04-26T15:00:00Z,1015.2,240,16,23,10.6,73
M4, 2008-04-26T16:00:00Z,1014.8,220,16,20,10.5,77
M4, 2008-04-26T17:00:00Z,1014.6,210,17,21,10.5,82
M4, 2008-04-26T18:00:00Z,1014.6,200,16,21,10.5,85
M4, 2008-04-26T19:00:00Z,1014.2,190,16,21,10.3,87
M4, 2008-04-26T20:00:00Z,1014,190,19,25,10.4,86
M4, 2008-04-26T21:00:00Z,1013.8,200,21,27,10.4,87
M4, 2008-04-26T22:00:00Z,1013.6,200,21,27,10.4,89
M4, 2008-04-26T23:00:00Z,1013.2,190,21,25,10.5,90
M4, 2008-04-27T00:00:00Z,1013,200,20,25,10.5,91
M4, 2008-04-27T01:00:00Z,1012.4,210,18,27,10.7,90
M4, 2008-04-27T02:00:00Z,1012,200,17,25,10.6,92
M4, 2008-04-27T03:00:00Z,1011.6,210,17,23,10.6,90
M4, 2008-04-27T04:00:00Z,1011.2,200,18,23,10.5,91
M4, 2008-04-27T05:00:00Z,1011,200,15,21,10.4,90
M4, 2008-04-27T06:00:00Z,1010.6,200,15,20,10.5,90
M4, 2008-04-27T07:00:00Z,1010.2,200,15,20,10.4,90
M4, 2008-04-27T08:00:00Z,1010,200,15,21,10.4,86
M4, 2008-04-27T09:00:00Z,1010,200,14,20,10.2,86
M4, 2008-04-27T10:00:00Z,1009.6,190,13,20,10.3,89
M4, 2008-04-27T11:00:00Z,1009.2,230,8,18,9.3,87
M4, 2008-04-27T12:00:00Z,1008.6,230,11,16,10.1,86
M4, 2008-04-27T13:00:00Z,1008,240,10,16,10.2,83
M4, 2008-04-27T14:00:00Z,1007.8,200,8,12,10.1,83
M4, 2008-04-27T15:00:00Z,1007.4,220,8,12,10.1,83
M4, 2008-04-27T16:00:00Z,1007,240,5,10,10.1,83
M4, 2008-04-27T17:00:00Z,1006.4,250,4,10,10.1,84
M4, 2008-04-27T18:00:00Z,1006,270,2,6,10,81
M4, 2008-04-27T19:00:00Z,1005.6,270,2,2,10.1,80
M4, 2008-04-27T20:00:00Z,1005.4,270,2, NaN,9.9,80
M4, 2008-04-27T21:00:00Z,1005,280,3, NaN,9.7,80
M4, 2008-04-27T22:00:00Z,1004.6,310,2,6,9.7,79
M4, 2008-04-27T23:00:00Z,1004,320,2,6,9.6,81
M4, 2008-04-28T00:00:00Z,1003.8,330,4,8,9.7,82
M4, 2008-04-28T01:00:00Z,1003,350,8,12,9.2,82
M4, 2008-04-28T02:00:00Z,1002.4,330,10,14,9.3,83
M4, 2008-04-28T03:00:00Z,1002,330,10,14,9.5,82
M4, 2008-04-28T04:00:00Z,1001.4,330,12, NaN,9.3,84
M4, 2008-04-28T05:00:00Z,1000.8,330,13,18,9.4,82
M4, 2008-04-28T06:00:00Z,1000.8,320,16,20,9.4,79
M4, 2008-04-28T07:00:00Z,1000.8,330,16,21,8.6,81
M4, 2008-04-28T08:00:00Z,1000.8,330,14,20,9.3,79
M4, 2008-04-28T09:00:00Z,1000.6,340,13,20,9.3,82
M4, 2008-04-28T10:00:00Z,1000.6,340,16,25,8.8,85
M4, 2008-04-28T11:00:00Z,1000.2,330,15,21,8.8,81
M4, 2008-04-28T12:00:00Z,1000,320,16,20,8.5,82
